Sr No	Date 	Startup Name	Industry Vertical	SubVertical	City Location	Investors Name	InvestmentnType	Amount Clean	Is _disclosed
2589	07-07-15	Liases Foras	Real Estate Rating & Analysis	nan	New Delhi	DMG information Asia Pacific	Private Equity	"50,00,000"	Yes
2590	07-07-15	Eatlo	Food Delivery platform	nan	Bengaluru	"Powai Lake Ventures, Globeinvestor, Abhishekh Goyal"	Seed Funding		No
2591	07-07-15	IndiaLends	Financial Tech	nan	New Delhi	"DSG Consumer Partners, Siddharth Parekh"	Private Equity		No
2592	08-07-15	Quinto	Food Discovery App	nan	Pune	Jaydeep Barman	Seed Funding		No
2593	08-07-15	Saavn	Music Streaming App	nan	Mumbai	"Tiger Global Management, Bertelsmann India, Steadview Capital, Liberty Media, Mousse Partners, Quilvest"	Private Equity	"10,00,00,000"	Yes
2594	08-07-15	Flytxt	Big Data & Analytics platform	nan	Mumbai	"Sunrise Capital GmBH, Big Data Investments B.V"	Private Equity	"1,10,00,000"	Yes
2595	08-07-15	Axtria	Big Data & Analytics platform	nan	India	"Helion Venture Partners,Amarpreet Sawhney, Deshpande Foundation, Fred Khosravi, Richard S. Braddock"	Private Equity	"3,00,00,000"	Yes
2596	08-07-15	33Coupons	Coupon Aggregator Platform	nan	Kanpur	Not Disclosed	Seed Funding	20000.00	Yes
2597	08-07-15	Ampere	Electric Scooter manufacturer	nan	Coimbatore	Ratan Tata	Seed Funding		No
2598	08-07-15	Hopping Chef	Online Food-Tech Platform	nan	Mumbai	Mirah Hospitality	Seed Funding	"4,70,000"	Yes
2599	08-07-15	Collectabillia	Celebrity Fashion Brand	nan	Bengaluru	Accel Partners	Private Equity	"75,00,000"	Yes
2600	08-07-15	Lendingkart	Online Finance lending platform	nan	Ahmedabad	"Saama Capital, Mayfield, Ashvin Chadha, Shailesh Mehta"	Private Equity	"1,00,00,000"	Yes
2601	08-07-15	Lybrate	Healthcare Mobile App	nan	New Delhi	"Tiger Global Management, Ratan Tata, Nexus Venture Partners"	Private Equity	"1,02,00,000"	Yes
2602	08-07-15	Zoomcar	Self-driven vehicle rental	nan	Bengaluru	"Sequoia Capital, Empire Angels, NGP"	Private Equity	"1,10,00,000"	Yes
2603	09-07-15	News in shorts	News Aggregator mobile app	nan	Noida	Tiger Global	Private Equity	20000000.00	Yes
2604	09-07-15	Bluestone	Online Jewellery Store	nan	Bengaluru	"IvyCap Ventures, Accel Partners, Dragoneer Investment Group"	Private Equity	16200000.00	Yes
2605	09-07-15	Shopsity	Fashion Info Aggregator App	nan	Gurgaon	" Sandeep Aggarwal, Teruhide Sato"	Seed Funding		No
2606	09-07-15		Online Study Notes Marketplace	nan	New Delhi	"Rajeev Saraf, Arvind Jha, R. Satya Narayanan"	Seed Funding		No
2607	10-07-15	Infinity Assurance	Warranty Programs Service Administration	nan	New Delhi	Indian Angel Network	Seed Funding	600000.00	Yes
2608	10-07-15	Footprints Education	Pre-School Chain	nan	Gurgaon	"LetsVenture, Kumar Bansal, Kshitij Jain"	Seed Funding	685000.00	Yes
2609	10-07-15	Loylty Rewards	Premium Loyalty Rewards Point Management	nan	Mumbai	IndianIdeas.com	Private Equity	19350000.00	Yes
2610	13-07-15	Ameyo	Contact Center Software Platform	nan	Gurgaon	Forum Synergies PE Fund	Private Equity	5000000.00	Yes
2611	13-07-15	Mamagoto	Casual Dining restaurant Chain	nan	New Delhi	Goldman Sachs	Private Equity	10000000.00	Yes
2612	13-07-15	Satvacart	Online Grocery Delivery	nan	Gurgaon	Palaash Ventures	Seed Funding		No
2613	14-07-15	MySmartPrice	Online comparison engine	nan	Hyderabad	"Accel Partners, Helion Venture Partners"	Private Equity	"1,00,00,000"	Yes
2614	14-07-15	Zenify	Residential Rental management platform	nan	Bengaluru	Atul Jalan	Seed Funding		No
2615	14-07-15	Boxmyspace	Physical Storage warehouses	nan	Mumbai	"Ritesh Veera, Singapore Angel Network, Orios Venture Partners,"	Seed Funding	"3,00,000"	Yes
2616	14-07-15	HackerRank	Tech Recruitment platform	nan	Bengaluru	HR Technology fund	Private Equity	"75,00,000"	Yes
2617	14-07-15	WickedRide	Bike Rental Platform	nan	Bengaluru	Undisclosed	Seed Funding	"7,90,000"	Yes
2618	14-07-15	WoWexpress	Tech enabled logistics platform	nan	Mumbai	Tamarind Family Private Trust	Seed Funding	"5,00,000"	Yes
2619	15-07-15	Oyo Rooms	Budget Hotel Accommodation	nan	Gurgaon	"Softbank, Sequoia Capital"	Private Equity	"10,00,00,000"	Yes
2620	15-07-15	Mobikon	Restaurant customer engagement platform	nan	Pune	Jungle Ventures	Private Equity	"23,00,000"	Yes
2621	15-07-15	InstaLively.com	Live video streaming app	nan	New Delhi	"Anupam Mittal, Anand Chandrasekaran, Uday Shankar, Chetan Bhagat"	Seed Funding		No
2622	15-07-15	Roadrunnr	Hyper local logistics platform	nan	Bengaluru	"Sequoia Capital, Nexus Venture Partners, Blume Ventures"	Private Equity	"1,10,00,000"	Yes
2623	16-07-15	Ketto	Crowd Funding Platform	nan	Mumbai	"Pradyumna Dalmia, Sudhir Rao & Others"	Seed Funding	"7,00,000"	Yes
2624	17-07-15	QuikWallet	F&B sector Mobile Payment platform	nan	Mumbai	Snow Leopard Technology Ventures	Private Equity	"16,00,000"	Yes
2625	17-07-15	Omnikart	Industrial Supplies B2B ecommerce	nan	Mumbai	"Sumit Gandhi, Manish Gandhi"	Seed Funding	"1,00,000"	Yes
2626	20-07-15	Zo Rooms	Online budget hotel chain	nan	New Delhi	"Tiger Global, Orios Venture Partners."	Private Equity	"1,50,00,000"	Yes
2627	20-07-15	Innoviti	Payment Solutions platform	nan	Bengaluru	"Catamaran Ventures, New India Investment Corporation"	Private Equity	"48,50,000"	Yes
2628	21-07-15	ZenRadius	Online Hiring Platform	nan	Bengaluru	"Tracxn Labs, Deepak Singh"	Seed Funding		No
2629	21-07-15	Joy by nature	Organic Food ecommerce	nan	New Delhi	"Mumbai Angels, Vriddhi Fund, Others"	Private Equity	"10,00,000"	Yes
2630	22-07-15	Iqlect	Big Data & Analytics platform	nan	Bengaluru	Exfinity Venture Partners	Private Equity	"20,00,000"	Yes
2631	22-07-15	deGustibus	Fine Dining Restaurant Chain	nan	Mumbai	India Value Fund Advisors	Private Equity	"3,00,00,000"	Yes
2632	23-07-15	Nestaway	Luxury Rental Homes	nan	Bengaluru	"Flipkart, Tiger Global"	Private Equity	"1,27,50,000"	Yes
2633	23-07-15	Mswipe	Mobile Point of Sale payment solution	nan		"Falcon Edge Capital, Meru Capital, Ola, Matrix Partners, DSG Consumer Partners, Axis Bank"	Private Equity	"2,50,00,000"	Yes
2634	23-07-15	Myonsto	Online Grocers	nan	Ahmedabad	Jayant Bokadia	Seed Funding	"3,20,000"	Yes
2635	23-07-15	iCrushiFlush	Casual Dating App	nan	Mumbai	IDG Ventures India	Seed Funding		No
2636	23-07-15	MedGenome	Clinical Genomics Provider	nan	Bengaluru	Sequoia Capital	Private Equity	"2,00,00,000"	Yes
2637	23-07-15	HolidayIQ	Travel information portal	nan	Bengaluru	MakeMyTrip	Private Equity	"1,50,00,000"	Yes
2638	23-07-15	Fitternity	Fitness Marketplace	nan	Mumbai	Exfinity Venture Partners	Private Equity	"10,00,000"	Yes
2639	23-07-15	Quikr	Online & Mobile classified listings	nan	Mumbai	"AB Kinnevik, Falcon Edge Capital, Coatue Management"	Private Equity	"6,00,00,000"	Yes
2640	23-07-15	JetSetGo	Private Jet/ Helicopter Marketplace	nan	New Delhi	YourWeCan Ventures	Seed Funding		No
2641	24-07-15	BroEx	Real Estate Broker network App	nan	Gurgaon	Lightspeed India	Private Equity	"10,00,000"	Yes
2642	25-07-15	Shopatplaces	Ethnic/ Traditional Fashion Store	nan	New Delhi	Indian Angel Network	Seed Funding		No
2643	25-07-15	CredR	Used Bikes Marketplace	nan	Mumbai	Fidelity Growth Partners	Private Equity	"1,50,00,000"	Yes
2644	27-07-15	ManageMySpa	Spa & Salon Management Software	nan	Hyderabad	Accel Partners	Private Equity	"60,00,000"	Yes
2645	27-07-15	Townrush	B2B logistics delivery platform	nan	Bengaluru	Lightspeed Venture Partners	Seed Funding		No
2646	27-07-15	Locus	Logistics Automation Platform	nan	Bengaluru	"growX ventures,\\xc2\\xa0 Manish Singhal"	Seed Funding		No
2647	27-07-15	Bevy	Online Hiring Platform	nan	Bengaluru	Varun Agarwal & Others	Seed Funding		No
2648	28-07-15	Pepperfry	Online home d\\xc3\\xa9cor marketplace	nan	Mumbai	"Goldman Sachs, Zodius Technology Fund, Bertelsmann India Investments Norwest Venture Partners."	Private Equity	"10,00,00,000"	Yes
2649	28-07-15	Flipkart.com	Online Marketplace	nan	Bengaluru	Steadview Capital and existing investors	Private Equity	"70,00,00,000"	Yes
2650	28-07-15	Opinio	Hyperlocal food & grocery store	nan	Bengaluru	"Accel Partners, Traxcn Labs & Others"	Seed Funding	"13,00,000"	Yes
2651	28-07-15	Zoctr	Health-Tech platform	nan	Mumbai	"Sandeep Parwal, Krishan Gupta & Others"	Seed Funding	"10,00,000"	Yes
2652	29-07-15	Zimmber	Hyperlocal Handyman Services	nan	Mumbai	"IDG Ventures India, Omidyar Network, Sherpalo Ventures,\\xc2\\xa0 Mohandas Pai"	Private Equity	"20,00,000"	Yes
2653	29-07-15	trueHb	Medical Tech Instruments	nan	New Delhi	"Sachin and Binny Bansal, Malvinder and Shivinder Singh, Gurpreet Singh & others"	Seed Funding	"24,00,000"	Yes
2654	29-07-15	Zovi.com / Little App	Hyperlocal Deals Marketplace	nan	Bengaluru	"Paytm, SAIF Partners,\\xc2\\xa0 Tiger Global Management & others"	Private Equity	"5,00,00,000"	Yes
2655	29-07-15	Swajal	Innovative Water Solutions	nan	Gurgaon	Abhishek Gupta	Private Equity	"12,00,000"	Yes
2656	30-07-15	Pipa Bella	Online Jewelry Store	nan	Mumbai	LionRock Capital	Private Equity	"6,00,000"	Yes
2657	30-07-15	Pragmatix	Business intelligence & Analytics	nan	Mumbai	SIDBI Venture Capital Ltd	Private Equity	"24,00,000"	Yes
2658	30-07-15	Droom.in	Used Vehicle Marketplace	nan	New Delhi	"Lightbox Ventures, Beenos"	Private Equity	"1,60,00,000"	Yes
2659	30-07-15	MadRat Games	Educational Board Games	nan	Bengaluru	"Kunal Bahl, Rohit Bansal"	Seed Funding	"1,68,000"	Yes
2660	30-07-15	Noodle Play	Chinese food delivery	nan	Mumbai	"Elliot Stechman, Gautam Sinha, Ambarish Ray"	Seed Funding	"1,68,000"	Yes
2661	30-07-15	Wassup	On-Demand Laundry & Dry cleaning App	nan	Chennai	B S Nagesh	Private Equity		No
2662	30-07-15	Cartisan	On-Demand Car services App	nan	Bengaluru	"YouWeCan Ventures,\\xc2\\xa0 Aprameya Radhakrishna"	Seed Funding		No
2663	31-07-15	LazyLad	Hyperlocal Grocery App	nan	Gurgaon	"Jai Choi, Kiyohiro Sugashita, Hirokazu"	Private Equity	"5,00,000"	Yes
2664	31-07-15	TripFactory	Online Curated Holiday package bookings	nan	Bengaluru	"Aarin Capital Partners,"	Private Equity		No
2665	31-07-15	Prothom	Hasbro Toy Manufacturer	nan	Pune	Oliphabs Capital	Private Equity	"20,00,000"	Yes
2666	31-07-15	Bona Vita	Travel Tech	nan	Gurgaon	MakeMyTrip	Private Equity	"50,00,000"	Yes
2667	01-06-15	Vyomo	Beauty and Wellness Platform	nan	New Delhi	Aprameya Radhakrishna	Seed Funding		No
2668	01-06-15	Veeba Foods	Healthy Food Manufacturer	nan	New Delhi	"DSG Consumer Partners, Saama Capital."	Private Equity	"60,00,000"	Yes
2669	01-06-15	Truebil	Used Car Marketplace	nan	Mumbai	"Kae Capital, Anupam Mittal"	Seed Funding	"5,00,000"	Yes
2670	01-06-15	Meritnation	Online Learning Platform	nan	New Delhi	InfoEdge	Private Equity	"40,00,000"	Yes
2671	01-06-15	Eattreatonline	Healthy Food Online Community	nan	New Delhi	Group of 15 Angel Investors	Seed Funding	"3,50,000"	Yes
2672	01-06-15	CredR	Used two-wheeler Marketplace	nan	Mumbai	GrowthStory	Seed Funding		No
2673	01-06-15	Glamrs	Online Fashion Video Portal	nan	Mumbai	"Ventureworks India, Blume Ventures, Batlivala & Karani Securities, Nikunj Jhaveri"	Private Equity	"10,00,000"	Yes
2674	01-06-15	Proviera	Probiotic Technology Products Manufacturer	nan	Chennai	Infuse Ventures	Private Equity	"5,50,000"	Yes
2675	01-06-15	Arth DesignBuild	Architectural Design & Consulting	nan	Hyderabad	Srinivas Tirupati	Seed Funding	"5,00,000"	Yes
2676	02-06-15	Saama	Big Data & Analytics Services	nan	Pune	Carrick Capital Partners	Private Equity	"3,50,00,000"	Yes
2677	02-06-15	AllIzHealth	Preventive Healthcare Services	nan	Pune	Mumbai Angels & Other angel investors	Seed Funding	"3,50,000"	Yes
2678	02-06-15	Karma Healthcare	Tech-enabled Rural Healthcare Services	nan	Udaipur	Ennovent Impact Investment Holding	Private Equity		No
2679	03-06-15	Entropy Innovations	Engineering Innovations	nan	Mumbai	Mark Mobius & 9 Other Angel investors	Seed Funding		No
2680	03-06-15	Propstack	Real Estate Intelligence Platform	nan	Mumbai	DMG Information	Private Equity	"30,00,000"	Yes
2681	03-06-15	MyTaxiIndia	Online Car Rental Affiliates	nan	New Delhi	Green House Ventures	Seed Funding	"1,00,000"	Yes
2682	03-06-15	Arkin Net	Data Center Software platform	nan	Pune	Nexus Venture Partners	Private Equity	"1,50,00,000"	Yes
2683	03-06-15	Little Black Book Delhi	Online City & Lifestyle Guide	nan	New Delhi	"Rajan Anandan, Niraj Singh, Sachin Bhatia, Singapore Angel Network & Aseem Vadehra"	Seed Funding	"1,50,000"	Yes
2684	03-06-15	MyPoolin	P2P Payments platform	nan	New Delhi	"Sharad Sharma, Rajan Anandan, Sunil Kalra, Amit Ranjan, Rohan Malhotra,\\xc2\\xa0 Arjun Malhotra, Gautam Gandhi"	Seed Funding		No
2685	03-06-15	iCustomadeit	Bespoke Merchandize Marketplace	nan	Pune	"Virendra Shahney, Dr Paresh Doshi"	Seed Funding	"2,50,000"	Yes
2686	03-06-15	KAARYAH	Women Lifestyle Marketplace	nan	Gurgaon	Ratan Tata	Seed Funding		No
2687	04-06-15	Ecom Express	Logistics Solution Provider	nan	New Delhi	Warburg Pincus	Private Equity	"13,70,00,000"	Yes
2688	04-06-15	Vidooly	Video Intelligence Platform	nan	Noida	Bessemer Venture Partners	Private Equity	"10,00,000"	Yes
2689	04-06-15	Zopper	Hyperlocal Shopping App	nan	Mumbai	"Tiger Global,\\xc2\\xa0 Nirvana Ventures Advisors"	Private Equity	"2,00,00,000"	Yes
2690	04-06-15	Flipkart	eCommerce platform	nan	Bengaluru	Morgan Stanley	Private Equity	"5,00,00,000"	Yes
2691	05-06-15	kWatt Solutions	Renewable energy solutions	nan	Mumbai	N/A	Seed Funding	"5,00,000"	Yes
2692	05-06-15	Medwell Ventures	Healthcare\\nService provider	nan	Bengaluru	"Fidelity Growth Partners, Fidelity Biosciences"	Private Equity	"1,00,00,000"	Yes
2693	05-06-15	Jugnoo	Auto Rickshaw Based Services	nan	Chandigarh	"Snow Leopard, Paytm"	Private Equity	"50,00,000"	Yes
2694	08-06-15	PosterGully	Artist / Designer Marketplace	nan	New Delhi	"Natarajan Iyer,Rajesh Sawhney,\\xc2\\xa0 & other Angel investors."	Seed Funding		No
2695	08-06-15	Applied Solar Technologies	Off-grid Solar Power	nan	Mumbai	"Future Fund,Bessemer Venture, Capricorn Investment and IFC"	Private Equity	"4,00,00,000"	Yes
2696	09-06-15	Clovia	Private Label lingerie Ecommerce	nan	New Delhi	IvyCap Ventures	Private Equity	"50,00,000"	Yes
2697	09-06-15	Swiggy	Online Food Ordering	nan	Bengaluru	"Norwest Venture Partners, SAIF Partners, Accel Partners"	Private Equity	"1,65,00,000"	Yes
2698	09-06-15	PayMango	Mobile Commerce Platform	nan	Gurgaon	Group of Angel Investors	Seed Funding	"2,34,000"	Yes
2699	09-06-15	Printland	Online Printing Services	nan	New Delhi	SIDBI Venture Capital Ltd	Private Equity		No
2700	09-06-15	Teritree	Digital Marketing Services	nan	Bengaluru	KCL	Seed Funding	"1,40,000"	Yes
2701	10-06-15	Guiddoo	Travel Guide Mobile App	nan	Mumbai	"Pawan Borle, SVP Fly Dubai & Others"	Seed Funding		No
2702	10-06-15	Voonik	Fashion Ecommerce store	nan	Bengaluru	"Sequoia Capital, Seedfund"	Private Equity	"50,00,000"	Yes
2703	11-06-15	AdStringO	Mobile Compression Software	nan	Mumbai	"Arihant Patni, Vishal Khare,\\xc2\\xa0 Viswanath Ramachandran"	Seed Funding	"3,50,000"	Yes
2704	11-06-15	Faircent.com	Peer to Peer Lending platform	nan	Gurgaon	M&S Partners Pte. Ltd	Seed Funding	"2,50,000"	Yes
2705	12-06-15	La Renon	Global Healthcare products	nan	Ahmedabad	Sequoia Capital	Private Equity	"1,60,00,000"	Yes
2706	15-06-15	Homelane	Home Furnishing Solutions	nan	Bengaluru	Sequoia Capital	Private Equity	"5,00,00,000"	Yes
2707	15-06-15	iSTAR	Skill Training & Placement Platform	nan	Bengaluru	Unitus Seed Fund	Private Equity		No
2708	15-06-15	Shippr	Intra-City Logistics service	nan	Bengaluru	i2india Pvt Ltd	Seed Funding	"5,00,000"	Yes
2709	16-06-15	FoodAbhi	online tiffin service aggregator	nan	Mumbai	Group of angel investors	Seed Funding		No
2710	16-06-15	Karma Recycling	Electronic Goods recycling service	nan	New Delhi	"Infuse Ventures, Low Carbon Enterprise Fund"	Private Equity		No
2711	16-06-15	CouponRaja	Online Coupon & comparison platform	nan	Mumbai	"Mahesh Pratapneni, Pallab Chatterjee & others"	Seed Funding	"5,00,000"	Yes
2712	17-06-15	Babychakra	Parents & Kids Online platform	nan	Mumbai	"Mumbai Angels, Patni Family Office, Singapore Angel Network, Karan Maheshwari, Jatin Aneja, Kishor Ganji, Roopa Nath"	Seed Funding		No
2713	17-06-15	Jiffstore	Online Grocery platform	nan	Bengaluru	"Unitus Seed Fund, Times Internet"	Seed Funding		No
2714	17-06-15	MyDentist	Dental Clinic chain	nan	Mumbai	"LGT Group, Asian Healthcare fund, Seedfund"	Private Equity	"82,00,000"	Yes
2715	18-06-15	Moovo	On-Demand Logistics Service	nan	New Delhi	YouWeCan Ventures	Seed Funding		No
2716	18-06-15	Fracktal Works	3D Printer Manufacturer	nan	Bengaluru	Neoteric Infomatique Limited	Private Equity	"30,00,000"	Yes
2717	18-06-15	Hansa Customer Equity	IT / Customer Engagement Consulting	nan	Mumbai	ASK Pravi	Private Equity	"50,00,000"	Yes
2718	18-06-15	HealthifyMe	Health & Fitness App	nan	Bengaluru	"Gopal Srinivasan, Sashi Reddy, Amit Gupta, Pallav Nadhani"	Private Equity		No
2719	18-06-15	CAKART.in	Online Education Marketplace	nan	Bengaluru	Sunil Maheshwari & group of investors	Seed Funding		No
2720	19-06-15	Housejoy	Home services marketplace	nan	Bengaluru	Matrix Partners	Private Equity	"40,00,000"	Yes
2721	19-06-15	FundsIndia.com	Financial Services Platform	nan	Chennai	"Faering Capital, Foundation Capital, Inventus Capital Partners"	Private Equity	"1,10,00,000"	Yes
2722	20-06-15	Cupick	Social Network for Artists	nan	Bengaluru	Group of Angel Investors from US/India	Seed Funding	"1,20,000"	Yes
2723	20-06-15	Tracxn	Startup funding platform	nan	Bengaluru	"Sachin Bansal, Bunny Bansal & other investors"	Private Equity	"1,00,00,000"	Yes
2724	21-06-15	Holachef	Food Delivery Platform	nan	Mumbai	"Kalaari Capital, India Quotient"	Private Equity	"31,00,000"	Yes
2725	22-06-15	elong	Data Driven recruitment recommendation	nan	Bengaluru	"Kunal Bahl, Rohit Bansal, Blume Ventures, Phanindra Sama, Raju Reddy"	Private Equity	"50,00,000"	Yes
2726	22-06-15	Ixigo	Travel Search Engine	nan	Gurgaon	Micromax Informatics	Private Equity		No
2727	22-06-15	SkillAngels	Brain Games Platform	nan	Chennai	Sprout Angels LLP	Seed Funding		No
2728	22-06-15	Vidgyor	Video Advertisement Platform	nan	Bengaluru	AngelPrime	Seed Funding	"5,00,000"	Yes
2729	22-06-15	Banihal	Algorithmic Match Making Platform	nan	New Delhi	Dr David Cheriton	Seed Funding		No
2730	23-06-15	Goodservice	Mobile Chat based concierge service	nan	New Delhi	Sequoia Capital	Private Equity	"16,00,000"	Yes
2731	23-06-15	Treebo	Online Budget Hotel Booking Service	nan	Bengaluru	"Matrix Partners India, SAIF Partners"	Private Equity	"60,00,000"	Yes
2732	23-06-15	EduKart	Online education marketplace	nan	New Delhi	"Holostik Group, YouWeCan Ventures, 500 Startups, Vijay Shekhar Sharma, Manish Kheterpal, Amit Patni"	Private Equity	"10,00,000"	Yes
2733	23-06-15	Healthians.com	Preventive healthcare services	nan	Hyderabad	YouWeCan Ventures	Seed Funding		No
2734	24-06-15	LabInApp	Science Learning App	nan	Bengaluru	Unitus Seed Fund	Seed Funding		No
2735	24-06-15	Syona Cosmetics	Beauty and Wellness platform	nan	Chennai	Chennai Angels	Seed Funding		No
2736	24-06-15	Sigrid Education	Online Education Platform	nan	Noida	Oliphans Capital	Seed Funding		No
2737	24-06-15	Indix	SaaS product intelligence platform	nan		"Nokia Growth Partners, Nexus Venture Partners, Avalon Ventures"	Private Equity	"1,50,00,000"	Yes
2738	24-06-15	The Porter	Logistics Tech	nan	Mumbai	"Sequoia Capital, Kae Capital, Anupam Mittal, Sandeep Tandon"	Private Equity	"55,00,000"	Yes
2739	24-06-15	Retention.ai	App Analytics platform	nan	Bengaluru	"Mercury Fund, Anshu Sharma, Pratyush Prasanna, Robert Winters & others"	Seed Funding	"5,00,000"	Yes
2740	25-06-15	Fusion Microfinance	Micro Finance Platform	nan	New Delhi	"Development finance institution Belgian Investment Company, Oikocredit"	Private Equity	"86,00,000"	Yes
2741	25-06-15	Zinka	Freight logistics platform	nan	Bengaluru	"Accel Partners, Flipkart"	Private Equity	"60,00,000"	Yes
2742	26-06-15	CreditMantri	Credit Management Services	nan	Chennai	"IDG Ventures India, Elevar Equity, Accion Venture Lab"	Private Equity	"25,00,000"	Yes
2743	26-06-15	GetMyPeon	Hyperlocal Handyman Services	nan	Mumbai	Undisclosed investors	Seed Funding	"2,50,000"	Yes
2744	29-06-15	UrbanClap	Hyperlocal services marketplace	nan	New Delhi	"SAIF Partners,\\xc2\\xa0 Accel Partners"	Private Equity	"1,00,00,000"	Yes
