Sr No	Date 	Startup Name	Industry Vertical	SubVertical	City Location	Investors Name	InvestmentnType	Amount Clean	Is _disclosed
190	01-07-18	Leena AI	Technology	HR Virtual Agent For Employees	Gurgoan	Y Combinator	Seed/ Angel Funding		No
191	02-07-18	Biryani By Kilo	Consumer Internet	Online Food Delivery	Gurgoan	Ajay Relan and Vinay Mittal	Seed/ Angel Funding	"10,00,000"	Yes
192	04-07-18	Anchanto	IT	E-commerce Fulfilment Platform	Pune	MDI Ventures & Telkom Indonesia	Private Equity	"40,00,000"	Yes
193	05/072018	Loan Tap	Consumer Internet	Online Lending Platform For Salaried Professionals	Mumbai	"Shunwei Capital, Tuscan Ventures, Ashish Goenka, VC firms India Quotient and Kae Capital"	Private Equity	"62,50,000"	Yes
194	06-07-18	PolicyBazaar	Consumer Internet	Online Insurance Selling Platform	Gurgoan	Info Edge (India) Ltd and Temasek	Private Equity	"2,77,00,000"	Yes
195	09-07-18	zippserv	Consumer Internet	Online Platform For Risk-Assessment Services For Real Estate Investments	Bengaluru	Info Edge (India) Ltd	Seed/ Angel Funding	"4,40,000"	Yes
196	09-07-18	Groww	Consumer Internet	Online Platform That Sells Direct Plans Of Mutual Funds	Bengaluru	"Insignia Ventures Partners, Lightbridge Partners & Kairos"	Seed/ Angel Funding	"11,00,000"	Yes
197	10-07-18	Avenue Growth	Consumer Internet	Online Platform That Connects Brands With Freelance Sales Professionals	Gurgoan	"Avtar Monga, chief operating office at IDFC Bank, Aditya Malik & Others"	Seed/ Angel Funding	"4,37,000"	Yes
198	10-07-18	iNICU	Healthcare	Med-tech Platform Providing Care For Newborns	New Delhi	Venture Catalysts	Seed/ Angel Funding		No
199	10-07-18	Kinara Capital	Finance	Lending Platform For Micro and Small Enterprises	Bengaluru	ResponsAbility	Private Equity	"50,00,000"	Yes
200	10-07-18	Shop 101	Consumer Internet	Mobile Storefront And Commerce Platform For Sellers	Mumbai	"Stellaris Venture Partners, Vy Capital, Raghunandan G, and Ramakant Sharma"	Private Equity	"50,00,000"	Yes
201	11-07-18	Sambandh	Consumer Internet	Online Micro Lending Platform	Rourkela	Base of Pyramid Asia (BOPA) Pte Ltd	Private Equity	"25,00,000"	Yes
202	12-07-18	19th mile	IT	Artificial intelligence-based sales acceleration software platform	Gurgoan	"Rishi Vasudev, Excelsior Investments, Ritesh Vohra, Praveer Kumar, Prashant Gupta and Others"	Seed/ Angel Funding	"1,80,000"	Yes
203	12-07-18	5th Vital	Healthcare	Home diagnostics services provider	Bengaluru	Brand Capital and Others	Seed/ Angel Funding	"5,00,000"	Yes
204	13-07-18	MEngage	Healthcare	A Doctor-Patient Engagement Platform	Jaipur	"Siddharth Agarwal, Mahavir Sharma, Amit Singal, 100 Co-founders Lab and others."	Seed/ Angel Funding	"1,75,000"	Yes
205	17-07-18	Ofbusiness	Finance	Online Lending Platform For SME	Gurgoan	"Creation Investments, Falcon Edge, Matrix Partners India and Zodius Capital"	Private Equity	"2,90,00,000"	Yes
206	17-07-18	Cars24	Consumer Internet	Online Used Car Marketplace	Gurgoan	"Kingsway FCI Fund, KCK Global & Others"	Private Equity	"4,97,00,000"	Yes
207	18-07-18	The Ken	Consumer Internet	Subscription-Only News Website	Bengaluru	Omidyar Network & Others	Seed/ Angel Funding	"15,00,000"	Yes
208	19-07-18	Book My Show	Consumer Internet	Online Ticketing Platform	Mumbai	"TPG Growth, The Rise Fund & Others"	Private Equity	"10,00,00,000"	Yes
209	20-07-18	HousingMan	Consumer Internet	Property Discovery Platform	Bengaluru	N/A	Seed/ Angel Funding	"15,00,000"	Yes
210	21-07-18	PaySense	Consumer Internet	Online Consumer Lending Platform	Mumbai	PayU & Others	Private Equity	"1,80,00,000"	Yes
211	23-07-18	Yulu Bikes	Technology	Bicycle-Sharing Platform	Bengaluru	N/A	Seed/ Angel Funding		No
212	23-07-18	VTION	Technology	Media Analytics	Gurgoan	"AngelList, Rahul Khanna, Rajeev Arora and Ram Ramsundar."	Seed/ Angel Funding	"2,80,000"	Yes
213	23-07-18	Log9 Materials	Technology	Nanotechnology Company Specializing In Graphene	Bengaluru	"Metaform Ventures, Hemant Luthra, Micro venture capital firm GEMS Partners and Others"	Seed/ Angel Funding	"4,36,000"	Yes
214	24-07-18	kidovators	Ed-Tech	Skill Learning Platform	Bengaluru	Gray Matters	Seed/ Angel Funding	"1,80,000"	Yes
215	24-07-18	Digit	Consumer Internet	Online Insurance Startup	Pune	Fairfax	Private Equity	"4,50,00,000"	Yes
216	25-07-18	Black Soil	Finance	Non-Banking Financial Company	Mumbai	"Allcargo Logistics, Navneet Education and Mahavir Agency"	Private Equity	"1,70,00,000"	Yes
217	25-07-18	Trell	Consumer Internet	Mobile-First Video Blogging App	Bengaluru	"BeeNext , WEH Ventures and Sprout Ventures"	Seed/ Angel Funding	"12,50,000"	Yes
218	25-07-18	iqlect	Technology	Data Analytics Firm	Bengaluru	Ventureast and Exfinity	Seed/ Angel Funding	"25,00,000"	Yes
219	26-07-18	Entropik	IT	Software-As-A-Service Platform	Bengaluru	"Bharat Innovation, IDFC-Parampara Capital, Arthavida Ventures, Jitendra Gupta & Others"	Seed/ Angel Funding	"11,00,000"	Yes
220	26-07-18	Bitla Software	Technology	Travel-Focused Tech Startup	Bengaluru	MakeMyTrip	Private Equity		No
221	26-07-18	TheCapitalNet	Fin-Tech	Unified Global Investments Ecosystem	Hyderabad	Lindwall Family Investments LLC (LFI)	Private Equity	"5,00,000"	Yes
222	30-07-18	Shuttl	Consumer Internet	Bus Aggregation Platform	Gurgoan	Amazon Alexa Fund & Dentsu Ventures	Private Equity	"1,10,00,000"	Yes
223	30-07-18	Cure Fit	Consumer Internet	Health and fitness Platform	Bengaluru	"IDG Ventures, Accel Partners, Kalaari Capital and Others"	Private Equity	"12,00,00,000"	Yes
224	31-07-18	Five Star Group	Fin-Tech	Non-Bank Lending Platform For SME	Chennai	"TPG, Norwest Venture Partners, Sequoia Capital & Matrix Partners"	Private Equity	"10,00,00,000"	Yes
225	31-07-18	Healthsignz	Healthcare	Health and Well being Platform	Hyderabad	Kantilal Patel	Seed/ Angel Funding	"50,00,000"	Yes
226	01-06-18	CoinTribe	Finance	Credit-Based Lending Marketplace For Small And Medium Enterprises	Gurgoan	"Sabre Partners, Puneet Dalmia & Others"	Private Equity	"1,00,00,000"	Yes
227	04-06-18	Digiconectt	Technology	Sales Analytics and Enablement Platform	Bengaluru	Aspire Logistics LLC	Seed/ Angel Funding	"1,25,000"	Yes
228	04-06-18	Kashmir Box	E-Commerce	"Online Marketplace For Handicrafts, Handlooms And Local Produce"	Srinagar	"Bhairavi Jani, Alok Divatia, Namrata Kaul, Sohail Hashemi, Aijaz Saleem"	Seed/ Angel Funding		No
229	05-06-18	Crowdera	Finance	Online Crowdfunding Platform	Nagpur	"Anil Advani, Pramod Jain, Amrendra Reddy and Manish Satnaliwala."	Seed/ Angel Funding		No
230	05-06-18	Zoctr	Healthcare	Online Healthcare Aggregator	Mumbai	NB Ventures and Others	Seed/ Angel Funding		No
231	07-06-18	Annapurna Finance	Finance	Non-Banking Financial Company	Bhubaneswar	Oman India Joint Investment Fund (OIJIF)	Private Equity	"2,30,00,000"	Yes
232	07-06-18	Meesho	Consumer Internet	Online Marketplace For Resellers	Bengaluru	"Sequoia Capital India, SAIF Partners, Y Combinator and Venture Highway"	Private Equity	"1,15,00,000"	Yes
233	10-06-18	AyeFinance	Finance	Online Lending Platform	Gurgoan	"CapitalG, SAIF Partners and LGT Impact Ventures"	Private Equity	"2,15,00,000"	Yes
234	11-06-18	Theranosis	Healthcare	Specialised diagnostics Platform	Hyderabad	Mumbai Angels Network	Seed/ Angel Funding		No
235	12-06-18	Alpha Capital	Finance	Supplychain Finance	Mumbai	Alpha Capital	Private Equity	"1,48,00,000"	Yes
236	12-06-18	eshakti	E-Commerce	Fashion e-tailer	Chennai	Paragon Partners	Private Equity	"1,01,00,000"	Yes
237	12-06-18	Daily Ninja	Consumer Internet	Hyperlocal Delivery Platform	Bengaluru	Saama Capital and Sequoia Capital	Seed/ Angel Funding	"30,00,000"	Yes
238	13-06-18	NirogStreet	Healthcare	An Online Platform That Connects Ayurveda Doctors With Patients	Gurgoan	"Spiral Ventures, Subho Ray and Samir Kumar"	Seed/ Angel Funding	"3,000,00"	Yes
239	13-06-18	Nivesh	Finance	Mass Market Mutual Fund Investment Platform	Noida	"LetsVenture, Rajan Anandan, Basab Pradhan, Vivek Khare and Bijoy George"	Seed/ Angel Funding	"4,50,000"	Yes
240	13-06-18	What\\xe2\\x80\\x99s Up Life	Consumer Internet	"A Local Discovery App For Dining-Out, Party, Leisure and Events"	Gurgoan	Rannvijay Singha	Seed/ Angel Funding		No
241	14-06-18	HomeLane	Consumer Internet	Online Home Furnishing Solutions	Bengaluru	Brand Capital	Seed/ Angel Funding	"34,50,000"	Yes
242	14-06-18	Network Intelligence	Technology	Cybersecurity Specialist	Mumbai	Helix Investments	Private Equity	"48,00,000"	Yes
243	18-06-18	Tynor Othontics	Healthcare	Prosthetics Manufacturers	Chandigarh	Lighthouse Funds & Thuasne Participations	Private Equity	"2,10,00,000"	Yes
244	18-06-18	Elucidata	IT	Data Analytics (SaaS)	Delhi & Cambridge	Hyperplane Venture Capital and several angel investors	Seed/ Angel Funding	"17,00,000"	Yes
245	19-06-18	Chrysalis	Ed-Tech	Education Services Provider	Pune	Menterra Venture & Artha Initiatives	Seed/ Angel Funding		No
246	19-06-18	RentSher	Consumer Internet	Online Rental Marketplace	Bengaluru	"Shorooq Investments, LetsVenture & Others"	Seed/ Angel Funding	"11,00,000"	Yes
247	20-06-18	Drip capital	Finance	Trade Finance Firm	Mumbai	"Accel Partners, Sequoia India, Y Combinator and others."	Private Equity	"1,50,00,000"	Yes
248	22-06-18	WickedRide	Consumer Internet	Online Motorbike And Scooter Rental Platforms	Bengaluru	"Sequoia Capital, Accel Partners & Raghunandan Gangappa"	Private Equity	"91,00,000"	Yes
249	25-06-18	PolicyBazaar	Consumer Internet	Online Insurance Selling Platform	Gurgoan	SoftBank Vision Fund & Info Edge (India) Ltd	Private Equity	"20,00,00,000"	Yes
250	25-06-18	HipBar	Consumer Internet	Digital Payment Platform For Beverage Delivery	Bengaluru	Diageo India	Private Equity	"40,00,000"	Yes
251	25-06-18	Sqqrl	Finance	App-based investment platform	Gurgoan	Equanimity Venture Fund	Seed/ Angel Funding	"10,00,000"	Yes
252	26-06-18	Paytm	Technology	Digital Payment Platform	Noida	One 97 Communications	Private Equity	"89,50,000"	Yes
253	26-06-18	Sigtuple	Healthcare	Data Driven Intelligence Solutions Platform	Bengaluru	"Accel Partners, IDG Venture, Endiya Partners, pi Ventures, VH Capital, Axilor Ventures and Binny Bansal"	Private Equity	"1,90,00,000"	Yes
254	27-06-18	Wow Express	Technology	E-commerce Logistics Platform	Mumbai	Undisclosed Existing Investors As Well As The Tamarind Family Trust	Private Equity	"45,00,000"	Yes
255	28-06-18	Front Desk AI	Technology	An AI Platform Offering Automated Customer Service Software	Bengaluru	Speciale Invest & Others	Seed/ Angel Funding	"11,00,000"	Yes
256	28-06-18	Edureka	Ed-Tech	Online Education Platform	Bengaluru	Leo Capital	Seed/ Angel Funding	"20,00,000"	Yes
257	29-06-18	Numeroseven	Technology	An Artificial Intelligence-Based Recruitment Platform	Kolkata	Shiva Gunapu & Others	Seed/ Angel Funding		No
258	02-05-18	OpenTap	Finance	Online Lending Platform	Chennai	Unknown High Net-Worth Individuals	Seed / Angel Funding	"4,50,000"	Yes
259	02-05-18	Bizongo	Consumer Internet	Aggregator For Packaging Material	Mumbai	"B Capital, International Finance Corporation (IFC), Accel Partners and IDG Ventures"	Private Equity	"2,20,00,000"	Yes
260	03-05-18	Disprz	IT	SaaS	Chennai	"IL&FS Private Equity, Kae Capital & Others"	Seed / Angel Funding	"25,00,000"	Yes
261	07-05-18	PaisaDukan	Consumer Internet	P2P Lending Platform	Mumbai	N/A	Seed / Angel Funding	"2,25,000"	Yes
262	09-05-18	i3sysytems	Technology	AI product company For Health and Life Insurane Companies	Mumbai	"Unitus Ventures, Behram Vakil and Jerxis Vandrevala"	Seed / Angel Funding	"10,00,000"	Yes
263	11-05-18	Earth Food	Consumer Internet	Agri-tech	Pune	Rairah Corporation	Seed / Angel Funding	"9,49,000"	Yes
264	14-05-18	Nykaa	Consumer Internet	Beauty e-tailer	Mumbai	"Sunil Munjal, Harsh Mariwala, Dalip Pathak and Others"	Private Equity	"2,40,00,000"	Yes
265	16-05-18	mfine	Healthcare	Doctor-Consultation App	Bengaluru	"Prime Venture Partners, Stellaris Venture Partners and Mayur Abhaya Srisrimal"	Private Equity	4200000.00	Yes
266	21-05-18	Rocketium	Technology	Online Video Creation Platform	Bengaluru	Blume ventures	Seed/ Angel Funding	"3,00,000"	Yes
267	21-05-18	MilkBasket	Technology	Micro-Delivery Grocery Startup	Gurgoan	"Kalaari Capital, Unilever Ventures and Blume Ventures"	Private Equity	"70,00,000"	Yes
268	22-05-18	Vola	Finance	Micro Lending Platform	Bengaluru	Credika and unnamed angel investors	Seed/ Angel Funding	"5,00,000"	Yes
269	22-05-18	Cashkumar	Consumer Internet	P2P Lending Platform	Bengaluru	LetsVenture	Seed/ Angel Funding	"7,35,000"	Yes
270	23-05-18	Edyoo	E-Commerce	Products For Shoolgoing Children	Bengaluru	RS Shanbag	Seed/ Angel Funding	"7,35,000"	Yes
271	23-05-18	Aashiyaan	Finance	Housing Finance For Low-Income Families	Kolkata	"Insistor, Oikocredit"	Seed/ Angel Funding	"20,00,000"	Yes
272	24-05-18	Smartivity	Ed-tech	Designer Of Toys and Learning Projects For Kids	New Delhi	"Ashish Kacholi, S Chand Group"	Seed/ Angel Funding	"20,00,000"	Yes
273	24-05-18	Bonphulapl	Clean-tech	Oxygen Optimiser Manufacturer	New Delhi	Atul Gupta and Saurabh Rastogi	Seed/ Angel Funding	"2,93,000"	Yes
274	27-05-18	Acko	Consumer Internet	Online Insurance Platform	Mumbai	"Amazon, Ashish Dhawan, Catamaran Ventures, NR Narayana Murthy."	Seed/ Angel Funding	"1,20,00,000"	Yes
275	28-05-18	HWell24	Healthcare	Home Healthcare Aggregator	Mumbai	"Prashant Mehta, Mitali Pawar, Nikhil G and Bhavesh P, R Ranganathan, ONCOTRUST and Medintel Services Pvt. Ltd"	Seed/ Angel Funding	"2,00,000"	Yes
276	29-05-18	Toffee	Consumer Internet	Online Insurance Platform	Gurgoan	"Kalaari Capital, Omidyar Network and Accion Venture Labs"	Seed/ Angel Funding	"15,00,000"	Yes
277	29-05-18	Tonetag	Technology	Mobile Payments Technology Platform	Bengaluru	Amazon Inc. and Mastercard	Private Equity	"80,00,000"	Yes
278	30-05-18	Events High	Consumer Internet	Events and Activities Discovery Platform	Bengaluru	Treebo	Private Equity		No
279	30-05-18	Stellaps	Technology	Iot Application Platform In Agriculture	Bengaluru	"IndusAge Partners, Bill & Melinda Gates Foundation, Qualcomm Venture, ABB Technology Ventures, Omnivore, Blume Ventures, Venture Highway and BEENEXT"	Private Equity	"1,40,00,000"	Yes
280	31-05-18	Credright	Consumer Internet	Lending Platform For SMEs	Hyderabad	"Accion Venture Lab, YourNest Venture Capital And Other Angel Investors"	Seed/ Angel Funding	"13,000,00"	Yes
281	02-04-18	Fitternity	Consumer Internet	Online Fitness Discovey Platform	Mumbai	"Exfinity Venture, Saha fund Partners, Arihant Patni of Patni Family Office, Anjali Bansal, Shardul Amarchand Mangaldas, Satish Khanna and Taparia family office."	Private Equity	"20,00,000"	Yes
282	02-04-18	Synctag	Technology	Social Media Anlaytics Platform	Coimbatore	Subhkam Ventures and Mohit Khadaria	Seed / Angel Funding	"3,07,600"	Yes
283	02-04-18	Benepik	Technology	Enhanced Employee Engagement Platform	Gurgoan	"Vishal Bali, Yogesh Misra, Thomas Assessments and others"	Seed / Angel Funding		No
284	02-04-18	Finzy	Consumer Internet	Online Loan Matchmaking Platform	Bengaluru	N/A	Seed / Angel Funding	"13,00,000"	Yes
285	04-04-18	Varthana	Finance	Loans and Services To Affordable Private Schools in India	Bengaluru	"ChrysCapital, Existing investors, Elevar Equity, LGT Impact, Omidyar Network and Kaizen Private Equity also participated in the round"	Private Equity	"5,50,00,000"	Yes
286	05-04-18	IndigoLearn	Ed-Tech	Online Education Platform	Hyderabad	"Maheshwar Peri, founder and chairman of career information portal Careers360, and Jamshed Jeejeebhoy, director at Byramjee Jeejeebhoy Pvt. Ltd were among the angels"	Seed / Angel Funding	"1,50,000"	Yes
287	05-04-18	Vedantu	Ed-Tech	Interactive Online Tutoring Platform	Bengaluru	"Accel Partners, Tiger Global And Others"	Private Equity	"1,00,00,000"	Yes
288	09-04-18	Kaleidofin	Fiinance	Digital Financial Services Platform	Chennai	Omidyar Network. Blume Ventures and Professor Shlomo Ben-Haim	Seed / Angel Funding	"28,00,000"	Yes
289	09-04-18	Pipabella	Consumer Internet	Fashion Accessories Etailer	Mumbai	Fireside Ventures	Seed / Angel Funding	"1,000,000,"	Yes
290	09-04-18	Elemential	Technology	Blockchain Platform	Mumbai	"Matrix Partner, Amrish Rau, Investopad, Digital Currency Group, Hinduja Group, Lightspeed India, Eight Innovate, Amit Ranjan, Prashant Malik and others"	Seed / Angel Funding		No
291	09-04-18	Kriger Campus	Ed-Tech	Mobile-Based Education Network	New Delhi	N/A	Seed / Angel Funding	46140.00	Yes
292	10-04-18	Loanzen	Finance	Digital Lending Platform In Logistics	Bengaluru	Kae Capital Management	Seed / Angel Funding		No
293	10-04-18	TravelTriangle	Consumer Internet	Online Travel Marketplace	Gurgoan	"Fundamentum, SAIF Partners, Bessemer Venture Partners, RB investments & Others"	Private Equity	"1,20,00,000"	Yes
294	12-04-18	Letsmd	Healthcare	Platform To Discover Healthcare Financing Options	New Delhi	"SRI Capital, Waterbridge Ventures and ThinKuvate"	Seed / Angel Funding	"10,00,000"	Yes
295	12-04-18	AyeFinance	Finance	Online Lending Platform	Gurgoan	"BlueOrchard Finance Ltd, Hinduja Leyland Finance and IntelleGrow"	Debt Funding	"46,000,00"	Yes
296	13-04-18	mintifi	Finance	Online Lending Platform	Mumbai	Lok Capital	Seed / Angel Funding	"20,00,000"	Yes
297	16-04-18	icanstay	Consumer Internet	Online Platform For Luxury Hotel Stay For Business Travelers	New Delhi	Mr. Manoj Prasad	Seed / Angel Funding	"5,00,000"	Yes
298	16-04-18	Pregbuddy	Healthcare	Connected Care App For Pregnant Women	Bengaluru	"Rajan Anandan, Madhusudhan Kannan, Jayant Kadambi, Puneet Gupta and Pradeep K Jaisingh"	Seed / Angel Funding		No
299	18-04-18	Coverfox	Consumer Internet	Online Insurance Aggregator	Mumbai	"International Finance Corporation, Transamerica and others."	Private Equity	"2,20,00,000"	Yes
300	19-04-18	Lenskart	Consumer Internet	Online Eyewear Retailer	Faridabad	TR Capital	Private Equity		No
301	19-04-18	mamaearth	Healthcare	Online Baby care Products	Gurgoan	Shilpa Shetty Kundra	Private Equity		No
302	19-04-18	Fyle Technologies	Technology	AI Based Expense Management Platform	Bengaluru	Pravega Ventures and Beenext	Seed / Angel Funding	"11,000,00"	Yes
303	19-04-18	True Balance	Technology	Mobile Balance Checking App	Gurgoan	"Line Ventures Corporation, Line Corp, Naver, Shinhan Bank and TS Investment"	Private Equity	"2,30,00,000"	Yes
304	22-04-18	Visit	Healthcare	AI Driven Health tech Platform	New Delhi	"Biz Stone, Kunal Bahl, Rohit Bansal, Alagu Periyannan and Karthee Madasamy"	Private Equity		No
305	22-04-18	Doxper	Healthcare	Digitized Health-Tech Solutions For Practitioners	Mumbai	Vidal Healthcare	Seed / Angel Funding	"19,00,000"	Yes
306	22-04-18	Nykaa	Consumer Internet	Beauty e-tailer	Mumbai	"Sunil Munjal, Harsh Mariwala, Dalip Pathak and Others"	Private Equity	"1,10,00,000"	Yes
307	23-04-18	Mihuru	Finance	Online Platform Providing Micro Loans For Air Travel	Mumbai	N/A	Seed / Angel Funding	"1,50,000"	Yes
308	23-04-18	Capital Float	Finance	Online Lending Platform	Bengaluru	Amazon	Private Equity	"2,20,00,000"	Yes
309	25-04-18	Trip shelf	Consumer Internet	Online Travel Marketplace	New Delhi	"GEMS Advisory, Alok Mittal and Sachin Bhatia"	Seed / Angel Funding	"2,46,000"	Yes
310	26-04-18	POPxo	Technology	Women Focussed Digital Media Platform	New Delhi	"Neoplux, OPPO, IDG Ventures India, Kalaari Capital, GREE Ventures and Summit Media"	Private Equity	"55,00,000"	Yes
311	26-04-18	RailYatri	Consumer Internet	Online Travel Ticketing Platform	Noida	"Omidyar Network, Nandan Nilekani, Blume Ventures, Helion Venture Partners"	Private Equity		No
312	27-04-18	1mg	Consumer Internet	Online Pharmacy Store	Gurgoan	"Sequoia Capital, Maverick Capital Ltd and HBM Healthcare Investments Ltd"	Private Equity	"1,00,00,000"	Yes
313	29-04-18	Rubique	Consumer Internet	Online Lending MarketPlace	Mumbai	"Emery Capital, Blacksoil and Kalaari Capital"	Private Equity		No
314	30-04-18	Samco	Consumer Internet	Online Stock Broker	Mumbai	Bay Capital Investments and Others	Private Equity	"75,00,000"	Yes
